label,type,name,status,file,line
cor:winfty-stage4-primitive-transport-square-triple,corollary,"Stage-\texorpdfstring{$4$}{4} higher-spin comparison as a
primitive-plus-transport square triple on the visible pairing locus;
\ClaimStatusProvedHere",ProvedHere,chapters/theory/bar_cobar_adjunction_curved.tex,3309
cor:winfty-stage4-visible-borcherds-two-primitive,corollary,"Equivalent exact forms of the remaining stage-\texorpdfstring{$4$}{4}
higher-spin transport input on the visible pairing locus;
\ClaimStatusProvedHere",ProvedHere,chapters/theory/bar_cobar_adjunction_curved.tex,3451
prop:winfty-stage4-local-attack-order,proposition,"Exact local attack order for the stage-\texorpdfstring{$4$}{4}
\texorpdfstring{$W_\infty$}{W_infty} packet; \ClaimStatusProvedHere",ProvedHere,chapters/theory/bar_cobar_adjunction_curved.tex,3491
prop:winfty-stage-growth-virasoro-target-contraction,proposition,"Uniform Virasoro-target contraction of reduced
incremental packets under the normalized residue package;
\ClaimStatusProvedHere",ProvedHere,chapters/theory/bar_cobar_adjunction_curved.tex,3554
cor:winfty-stage5-residue-eight-channel,corollary,"First reduced stage beyond
\texorpdfstring{$\mathcal{I}_4$}{I4} under the normalized residue
package; \ClaimStatusProvedHere",ProvedHere,chapters/theory/bar_cobar_adjunction_curved.tex,3609
cor:winfty-stage5-higher-spin-packet,corollary,"First higher-spin packet beyond
\texorpdfstring{$\mathcal{I}_4$}{I4}; \ClaimStatusProvedHere",ProvedHere,chapters/theory/bar_cobar_adjunction_curved.tex,3652
prop:winfty-stage5-visible-w5-normalization,proposition,"Stage-\texorpdfstring{$5$}{5} visible
\texorpdfstring{$W^{(5)}$}{W5} normalization from the theorematic
\texorpdfstring{$W^{(5)}$-$W^{(5)}\to T$}{W5-W5 to T} coefficient;
\ClaimStatusProvedHere",ProvedHere,chapters/theory/bar_cobar_adjunction_curved.tex,3744
prop:winfty-stage5-target5-pole3-pairing-vanishing,proposition,"Stage-\texorpdfstring{$5$}{5} target-\texorpdfstring{$5$}{5} pole-\texorpdfstring{$3$}{3} transport singleton
vanishes on a visible \texorpdfstring{$W^{(5)}$}{W5}-pairing locus;
\ClaimStatusProvedHere",ProvedHere,chapters/theory/bar_cobar_adjunction_curved.tex,3770
prop:winfty-stage5-target5-pole4-from-self-return,proposition,"Stage-\texorpdfstring{$5$}{5} target-\texorpdfstring{$5$}{5} pole-\texorpdfstring{$4$}{4} transport singleton
from the self-return singleton on a visible
\texorpdfstring{$W^{(5)}$}{W5}-pairing locus; \ClaimStatusProvedHere",ProvedHere,chapters/theory/bar_cobar_adjunction_curved.tex,3809
prop:winfty-stage5-target5-pole4-w4-vanishing,proposition,"Stage-\texorpdfstring{$5$}{5} target-\texorpdfstring{$5$}{5} pole-\texorpdfstring{$4$}{4} transport singleton
vanishes on a visible \texorpdfstring{$W^{(4)}$}{W4}-pairing locus;
\ClaimStatusProvedHere",ProvedHere,chapters/theory/bar_cobar_adjunction_curved.tex,3829
cor:winfty-stage5-self-return-vanishing-on-pairing,corollary,"Stage-\texorpdfstring{$5$}{5} self-return singleton vanishes on the
visible \texorpdfstring{$W^{(4)}$}{W4}/\texorpdfstring{$W^{(5)}$}{W5}
pairing locus; \ClaimStatusProvedHere",ProvedHere,chapters/theory/bar_cobar_adjunction_curved.tex,3867
prop:winfty-stage5-tail-from-w3-pairing,proposition,"Stage-\texorpdfstring{$5$}{5} reduced tail singleton from a visible
\texorpdfstring{$W^{(3)}$}{W3}-pairing locus; \ClaimStatusProvedHere",ProvedHere,chapters/theory/bar_cobar_adjunction_curved.tex,3885
prop:winfty-stage5-tail-from-w4-pairing,proposition,"Stage-\texorpdfstring{$5$}{5} reduced tail singleton from a visible
\texorpdfstring{$W^{(4)}$}{W4}-pairing locus; \ClaimStatusProvedHere",ProvedHere,chapters/theory/bar_cobar_adjunction_curved.tex,3908
cor:winfty-stage5-tail-cross-target-reduction,corollary,"Stage-\texorpdfstring{$5$}{5} tail singleton equates neighboring transport channels;
\ClaimStatusProvedHere",ProvedHere,chapters/theory/bar_cobar_adjunction_curved.tex,3930
cor:winfty-stage5-target5-corridor-to-tail,corollary,"Stage-\texorpdfstring{$5$}{5} target-\texorpdfstring{$5$}{5} corridor contracts to the tail
singleton; \ClaimStatusProvedHere",ProvedHere,chapters/theory/bar_cobar_adjunction_curved.tex,3946
cor:winfty-stage5-target5-no-new-independent-data,corollary,"Stage-\texorpdfstring{$5$}{5} target-\texorpdfstring{$5$}{5} corridor carries no new
independent coefficient; \ClaimStatusProvedHere",ProvedHere,chapters/theory/bar_cobar_adjunction_curved.tex,3956
prop:winfty-stage5-target4-pole5-w4-vanishing,proposition,"Stage-\texorpdfstring{$5$}{5} target-\texorpdfstring{$4$}{4} pole-\texorpdfstring{$5$}{5} transport singleton
vanishes; \ClaimStatusProvedHere",ProvedHere,chapters/theory/bar_cobar_adjunction_curved.tex,3972
prop:winfty-stage5-target3-pole5-w3-vanishing,proposition,"Stage-\texorpdfstring{$5$}{5} target-\texorpdfstring{$3$}{3} pole-\texorpdfstring{$5$}{5} transport singleton
vanishes; \ClaimStatusProvedHere",ProvedHere,chapters/theory/bar_cobar_adjunction_curved.tex,3984
prop:winfty-stage5-transport-cross-target-reduction,proposition,"Stage-\texorpdfstring{$5$}{5} target-\texorpdfstring{$4$}{4}/target-\texorpdfstring{$3$}{3} transport channels
are paired on a visible \texorpdfstring{$W^{(5)}$}{W5}-pairing locus;
\ClaimStatusProvedHere",ProvedHere,chapters/theory/bar_cobar_adjunction_curved.tex,3996
cor:winfty-stage5-transport-effective-independent-frontier,corollary,"Stage-\texorpdfstring{$5$}{5} mixed transport reduction to one
effective independent coefficient; \ClaimStatusProvedHere",ProvedHere,chapters/theory/bar_cobar_adjunction_curved.tex,4015
cor:winfty-stage5-effective-independent-frontier,corollary,"Stage-\texorpdfstring{$5$}{5} higher-spin packet reduces to one effective
independent coefficient; \ClaimStatusProvedHere",ProvedHere,chapters/theory/bar_cobar_adjunction_curved.tex,4030
prop:winfty-stage5-local-attack-order,proposition,"Exact local attack order for the first stage-\texorpdfstring{$5$}{5}
higher-spin packet; \ClaimStatusProvedHere",ProvedHere,chapters/theory/bar_cobar_adjunction_curved.tex,4049
prop:winfty-stage5-principal-one-coefficient-factorization,proposition,"Principal stage-\texorpdfstring{$5$}{5} one-coefficient normal form
factors through the target-\texorpdfstring{$5$}{5} corridor and the residual front;
\ClaimStatusProvedHere",ProvedHere,chapters/theory/bar_cobar_adjunction_curved.tex,4255
prop:winfty-stage5-one-coefficient-reduction,proposition,"Stage-\texorpdfstring{$5$}{5} higher-spin comparison reduces to one
coefficient on the full visible pairing locus; \ClaimStatusProvedHere",ProvedHere,chapters/theory/bar_cobar_adjunction_curved.tex,4273
cor:winfty-stage5-exact-remaining-input,corollary,"Exact remaining stage-\texorpdfstring{$5$}{5} visible-pairing input
package; \ClaimStatusProvedHere",ProvedHere,chapters/theory/bar_cobar_adjunction_curved.tex,4310
cor:winfty-stage5-one-defect-family,corollary,"Stage-\texorpdfstring{$5$}{5} higher-spin defect family collapses to one
representative defect on the full visible pairing locus;
\ClaimStatusProvedHere",ProvedHere,chapters/theory/bar_cobar_adjunction_curved.tex,4349
cor:winfty-stage5-visible-conjecture-network-collapse,corollary,"Visible stage-\texorpdfstring{$5$}{5} local conjecture network collapses
to one nontrivial singleton under principal normal form;
\ClaimStatusProvedHere",ProvedHere,chapters/theory/bar_cobar_adjunction_curved.tex,4645
cor:winfty-stage5-visible-defect-classes,corollary,"Visible stage-\texorpdfstring{$5$}{5} local defect classes under principal
normal form; \ClaimStatusProvedHere",ProvedHere,chapters/theory/bar_cobar_adjunction_curved.tex,4688
thm:winfty-all-stages-rigidity-closure,theorem,"All-stages \texorpdfstring{$\mathcal{W}_\infty$}{W-infinity}
MC4 closure via \texorpdfstring{$\mathcal{W}_N$}{W\_N} rigidity;
\ClaimStatusProvedElsewhere",ProvedElsewhere,chapters/theory/bar_cobar_adjunction_curved.tex,4752
prop:w4-ds-ope-explicit,proposition,"Explicit \texorpdfstring{$W_4$}{W4} OPE structure constants;
\ClaimStatusProvedElsewhere",ProvedElsewhere,chapters/theory/bar_cobar_adjunction_curved.tex,4858
cor:w4-ds-stage4-square-class-reduction,corollary,"Principal stage-\texorpdfstring{$4$}{4} higher-spin packet from two
primitive square classes; \ClaimStatusProvedHere",ProvedHere,chapters/theory/bar_cobar_adjunction_curved.tex,4916
thm:twisting-mc,theorem,Twisting by MC elements {\cite{LV12}}; \ClaimStatusProvedElsewhere,ProvedElsewhere,chapters/theory/bar_cobar_adjunction_curved.tex,5028
thm:central-implies-strict,theorem,Centrality implies strict nilpotence; \ClaimStatusProvedHere,ProvedHere,chapters/theory/bar_cobar_adjunction_curved.tex,5156
thm:mc-deformations-DISABLED,theorem,MC elements as quantum deformations; \ClaimStatusProvedHere,ProvedHere,chapters/theory/bar_cobar_adjunction_curved.tex,5497
thm:mc-periods-DISABLED,theorem,MC elements via period integrals; \ClaimStatusProvedHere,ProvedHere,chapters/theory/bar_cobar_adjunction_curved.tex,5533
thm:genus-zero-strict,theorem,Strict nilpotence at genus zero; \ClaimStatusProvedHere,ProvedHere,chapters/theory/bar_cobar_adjunction_curved.tex,5594
thm:genus-induction-strict,theorem,Strict nilpotence at all genera; \ClaimStatusProvedHere,ProvedHere,chapters/theory/bar_cobar_adjunction_curved.tex,5606
thm:bar-modular-operad,theorem,"Modular operad structure of the bar complex;
  \ClaimStatusProvedHere",ProvedHere,chapters/theory/bar_cobar_adjunction_curved.tex,5713
thm:quillen-equivalence-chiral,theorem,"Bar-cobar as Quillen equivalence;
\ClaimStatusProvedElsewhere",ProvedElsewhere,chapters/theory/bar_cobar_adjunction_curved.tex,5779
cor:rectification-ch-infty,corollary,"Rectification of $\mathrm{Ch}_\infty$-algebras;
\ClaimStatusProvedElsewhere",ProvedElsewhere,chapters/theory/bar_cobar_adjunction_curved.tex,5838
thm:glz-curved,theorem,"GLZ, Theorem 5.3; \ClaimStatusProvedElsewhere",ProvedElsewhere,chapters/theory/bar_cobar_adjunction_curved.tex,5925
thm:fg-factorization-bar-cobar,theorem,"FG, Theorem 7.2.1; \ClaimStatusProvedElsewhere",ProvedElsewhere,chapters/theory/bar_cobar_adjunction_curved.tex,5943
cor:bar-computes-ext,corollary,Bar cohomology computes Ext {\cite{LV12}}; \ClaimStatusProvedElsewhere,ProvedElsewhere,chapters/theory/bar_cobar_adjunction_curved.tex,5967
cor:koszul-dual-cooperad,corollary,Koszul dual coalgebra {\cite{GK94}}; \ClaimStatusProvedElsewhere,ProvedElsewhere,chapters/theory/bar_cobar_adjunction_curved.tex,5975
cor:genus-expansion-converges,corollary,Genus expansion convergence; \ClaimStatusProvedHere,ProvedHere,chapters/theory/bar_cobar_adjunction_curved.tex,5984
thm:bar-functorial-grothendieck,theorem,Functoriality of bar construction; \ClaimStatusProvedHere,ProvedHere,chapters/theory/bar_cobar_adjunction_curved.tex,6044
thm:reconstruction-vs-duality,theorem,Reconstruction versus duality; \ClaimStatusProvedHere,ProvedHere,chapters/theory/bar_cobar_adjunction_curved.tex,6152
thm:recognition-koszul-pairs,theorem,"Recognition theorem for finite chiral Koszul pairs;
\ClaimStatusProvedHere",ProvedHere,chapters/theory/bar_cobar_adjunction_curved.tex,6179
thm:mixed-boundary-sseq,theorem,"Mixed-boundary spectral sequence;
\ClaimStatusProvedHere",ProvedHere,chapters/theory/bar_cobar_adjunction_curved.tex,6234
thm:pbw-regular-tensor,theorem,PBW-regular tensor theorem; \ClaimStatusProvedHere,ProvedHere,chapters/theory/bar_cobar_adjunction_curved.tex,6259
thm:universal-sugawara-d1,theorem,"Universal first mixed Sugawara differential;
\ClaimStatusProvedHere",ProvedHere,chapters/theory/bar_cobar_adjunction_curved.tex,6306
cor:sugawara-universality,corollary,Universality; \ClaimStatusProvedHere,ProvedHere,chapters/theory/bar_cobar_adjunction_curved.tex,6336
prop:sugawara-contraction,proposition,"Contractibility on positive current weight;
\ClaimStatusProvedHere",ProvedHere,chapters/theory/bar_cobar_adjunction_curved.tex,6343
thm:sugawara-casimir-transgression,theorem,Sugawara Casimir transgression; \ClaimStatusProvedHere,ProvedHere,chapters/theory/bar_cobar_adjunction_curved.tex,6409
thm:casimir-transgression-homology,theorem,"Homology of the minimal Casimir-transgression
complex; \ClaimStatusProvedHere",ProvedHere,chapters/theory/bar_cobar_adjunction_curved.tex,6424
thm:casimir-quadric-rigidity,theorem,"Quadric rigidity: no higher $A_\infty$~corrections;
\ClaimStatusProvedHere",ProvedHere,chapters/theory/bar_cobar_adjunction_curved.tex,6470
thm:ci-transgression-principle,theorem,"Complete-intersection transgression principle;
\ClaimStatusProvedHere",ProvedHere,chapters/theory/bar_cobar_adjunction_curved.tex,6519
thm:gko-transgression,theorem,Diagonal GKO transgression; \ClaimStatusProvedHere,ProvedHere,chapters/theory/bar_cobar_adjunction_curved.tex,6564
thm:filtered-koszul-glz,theorem,Filtered Koszul duality (GLZ) {\cite{GLZ22}}; \ClaimStatusProvedElsewhere,ProvedElsewhere,chapters/theory/bar_cobar_adjunction_inversion.tex,393
prop:filtered-to-curved,proposition,Filtered implies curved; \ClaimStatusProvedHere,ProvedHere,chapters/theory/bar_cobar_adjunction_inversion.tex,433
thm:bar-convergence,theorem,Convergence of bar construction; \ClaimStatusProvedHere,ProvedHere,chapters/theory/bar_cobar_adjunction_inversion.tex,654
lem:chiral-co-contra-adjunction,lemma,Adjunction; \ClaimStatusProvedHere,ProvedHere,chapters/theory/bar_cobar_adjunction_inversion.tex,964
prop:chiral-inj-proj-resolutions,proposition,"Injective and projective resolutions;
\ClaimStatusProvedHere",ProvedHere,chapters/theory/bar_cobar_adjunction_inversion.tex,1078
prop:cdg-hom-complex,proposition,Explicit CDG Hom-complex; \ClaimStatusProvedHere,ProvedHere,chapters/theory/bar_cobar_adjunction_inversion.tex,1151
cor:coacyclic-injective-contractible,corollary,Contractibility of coacyclic injectives; \ClaimStatusProvedHere,ProvedHere,chapters/theory/bar_cobar_adjunction_inversion.tex,1195
lem:Phi-Psi-properties,lemma,"Key properties of \texorpdfstring{$\Phi_C^{\mathrm{ch}}$}{Phi_C^ch} and
\texorpdfstring{$\Psi_C^{\mathrm{ch}}$}{Psi_C^ch}; \ClaimStatusProvedHere",ProvedHere,chapters/theory/bar_cobar_adjunction_inversion.tex,1262
thm:chiral-co-contra-correspondence,theorem,"Chiral comodule-contramodule correspondence;
\ClaimStatusProvedHere",ProvedHere,chapters/theory/bar_cobar_adjunction_inversion.tex,1328
thm:positselski-chiral-proved,theorem,"Positselski equivalence for chiral algebras;
\ClaimStatusProvedHere",ProvedHere,chapters/theory/bar_cobar_adjunction_inversion.tex,1463
thm:full-derived-module-equiv-proved,theorem,Full derived module equivalence; \ClaimStatusProvedHere,ProvedHere,chapters/theory/bar_cobar_adjunction_inversion.tex,1530
thm:bar-cobar-inversion-qi,theorem,Bar-cobar inversion is quasi-isomorphism; \ClaimStatusProvedHere,ProvedHere,chapters/theory/bar_cobar_adjunction_inversion.tex,1651
lem:bar-cobar-associated-graded,lemma,Associated graded; \ClaimStatusProvedHere,ProvedHere,chapters/theory/bar_cobar_adjunction_inversion.tex,1795
thm:bar-cobar-spectral-sequence,theorem,Bar-cobar spectral sequence; \ClaimStatusProvedHere,ProvedHere,chapters/theory/bar_cobar_adjunction_inversion.tex,1811
thm:spectral-sequence-collapse,theorem,Collapse at \texorpdfstring{$E_2$}{E2}; \ClaimStatusProvedHere,ProvedHere,chapters/theory/bar_cobar_adjunction_inversion.tex,1867
thm:genus-graded-convergence,theorem,Genus-graded convergence; \ClaimStatusProvedHere,ProvedHere,chapters/theory/bar_cobar_adjunction_inversion.tex,1890
lem:pushforward-preserves-qi,lemma,Derived pushforward preserves QI; \ClaimStatusProvedHere,ProvedHere,chapters/theory/bar_cobar_adjunction_inversion.tex,1950
prop:counit-qi,proposition,Counit is quasi-isomorphism; \ClaimStatusProvedHere,ProvedHere,chapters/theory/bar_cobar_adjunction_inversion.tex,1995
thm:bar-cobar-inversion-functorial,theorem,Functoriality; \ClaimStatusProvedHere,ProvedHere,chapters/theory/bar_cobar_adjunction_inversion.tex,2007
cor:derived-equivalence-bar-cobar,corollary,Derived equivalence; \ClaimStatusProvedHere,ProvedHere,chapters/theory/bar_cobar_adjunction_inversion.tex,2042
lem:complete-filtered-comparison,lemma,Complete filtered comparison lemma; \ClaimStatusProvedHere,ProvedHere,chapters/theory/bar_cobar_adjunction_inversion.tex,2129
cor:completed-derived-equivalence,corollary,Completed derived equivalence; \ClaimStatusProvedHere,ProvedHere,chapters/theory/bar_cobar_adjunction_inversion.tex,2230
thm:barr-beck-lurie-koszulness,theorem,"Barr--Beck--Lurie characterization of chiral Koszulness;
\ClaimStatusProvedHere",ProvedHere,chapters/theory/bar_cobar_adjunction_inversion.tex,2332
thm:fh-concentration-koszulness,theorem,"Factorization homology concentration;
\ClaimStatusProvedHere",ProvedHere,chapters/theory/bar_cobar_adjunction_inversion.tex,2398
thm:fm-boundary-acyclicity,theorem,"FM boundary acyclicity;
\ClaimStatusProvedHere",ProvedHere,chapters/theory/bar_cobar_adjunction_inversion.tex,2458
conj:lagrangian-koszulness,theorem,"Lagrangian characterization of chiral Koszulness;
\ClaimStatusConditional",Conditional,chapters/theory/bar_cobar_adjunction_inversion.tex,2558
prop:bar-fh,proposition,"Bar construction as factorization homology;
\ClaimStatusProvedHere",ProvedHere,chapters/theory/bar_cobar_adjunction_inversion.tex,2832
prop:cobar-fh,proposition,"Cobar as factorization cohomology;
\ClaimStatusProvedHere",ProvedHere,chapters/theory/bar_cobar_adjunction_inversion.tex,2910
prop:log-convergence,proposition,"Convergence criterion; \ClaimStatusProvedElsewhere{}
Theorems~\ref{thm:spectral-sequence-collapse}
and~\ref{thm:bar-cobar-inversion-qi}",ProvedElsewhere,chapters/theory/bar_cobar_adjunction_inversion.tex,3171
prop:log-additivity,proposition,"Additivity of the categorical logarithm;
\ClaimStatusProvedElsewhere{} Theorem~\ref{thm:quantum-complementarity-main}",ProvedElsewhere,chapters/theory/bar_cobar_adjunction_inversion.tex,3232
thm:ks-centrality,theorem,Kodaira--Spencer centrality; \ClaimStatusProvedHere,ProvedHere,chapters/theory/bar_cobar_adjunction_inversion.tex,3616
lem:two-eta-vanishing,lemma,Two-$\eta$ vanishing; \ClaimStatusProvedHere,ProvedHere,chapters/theory/bar_cobar_adjunction_inversion.tex,3659
prop:square-zero-insertion,proposition,"Square-zero insertion differential;
\ClaimStatusProvedHere",ProvedHere,chapters/theory/bar_cobar_adjunction_inversion.tex,3709
cor:two-step-scalar-sseq,corollary,"Two-step scalar spectral sequence;
\ClaimStatusProvedHere",ProvedHere,chapters/theory/bar_cobar_adjunction_inversion.tex,3744
thm:quadratic-frontier,theorem,Quadratic frontier; \ClaimStatusProvedHere,ProvedHere,chapters/theory/bar_cobar_adjunction_inversion.tex,3791
prop:eta-hessian-transfer,proposition,"Homotopy-transfer construction of the
$\eta$-Hessian; \ClaimStatusProvedHere",ProvedHere,chapters/theory/bar_cobar_adjunction_inversion.tex,3884
lem:shifted-symmetry-H,lemma,"Shifted symmetry on degree-two primitives;
\ClaimStatusProvedHere",ProvedHere,chapters/theory/bar_cobar_adjunction_inversion.tex,3920
thm:admissible-scalar-rigidity,theorem,Admissible scalar rigidity; \ClaimStatusProvedHere,ProvedHere,chapters/theory/bar_cobar_adjunction_inversion.tex,3966
cor:ds-not-first-frontier,corollary,"Drinfeld--Sokolov reductions remain scalar-rigid;
\ClaimStatusProvedHere",ProvedHere,chapters/theory/bar_cobar_adjunction_inversion.tex,3998
thm:classification-scalar-genera,theorem,"Classification of scalar genera;
\ClaimStatusProvedHere",ProvedHere,chapters/theory/bar_cobar_adjunction_inversion.tex,4040
thm:platonic-hierarchy-log,theorem,"Five-step hierarchy of the categorical logarithm;
\ClaimStatusProvedHere",ProvedHere,chapters/theory/bar_cobar_adjunction_inversion.tex,4107
thm:cech-hca,theorem,"\v{C}ech complex as homotopy chiral algebra;
\ClaimStatusProvedElsewhere",ProvedElsewhere,chapters/theory/bar_cobar_adjunction_inversion.tex,4385
prop:cech-bar-intertwining,proposition,"\v{C}ech--bar intertwining;
\ClaimStatusConjectured",Conjectured,chapters/theory/bar_cobar_adjunction_inversion.tex,4491
prop:cech-two-element-strict,proposition,"Two-element covers are strict;
\ClaimStatusProvedHere",ProvedHere,chapters/theory/bar_cobar_adjunction_inversion.tex,4622
thm:divisor-core-calculus-inv,theorem,Divisor-core calculus; \ClaimStatusProvedHere,ProvedHere,chapters/theory/bar_cobar_adjunction_inversion.tex,4950
cor:divisors-classify-submodules-inv,corollary,Divisors classify submodules; \ClaimStatusProvedHere,ProvedHere,chapters/theory/bar_cobar_adjunction_inversion.tex,5010
thm:hom-equals-gcd-inv,theorem,"\texorpdfstring{$\operatorname{Hom} =
  \gcd$}{Hom = gcd}; \ClaimStatusProvedHere",ProvedHere,chapters/theory/bar_cobar_adjunction_inversion.tex,5041
thm:factorization-through-common-core-inv,theorem,"Universal factorization through the common
  core; \ClaimStatusProvedHere",ProvedHere,chapters/theory/bar_cobar_adjunction_inversion.tex,5063
thm:minimal-intrinsic-realization-inv,theorem,"Minimal intrinsic realization;
\ClaimStatusProvedHere",ProvedHere,chapters/theory/bar_cobar_adjunction_inversion.tex,5161
thm:sector-determinant-inv,theorem,Sector determinant; \ClaimStatusProvedHere,ProvedHere,chapters/theory/bar_cobar_adjunction_inversion.tex,5210
thm:casimir-moment-reconstruction-inv,theorem,"Casimir moment reconstruction;
\ClaimStatusProvedHere",ProvedHere,chapters/theory/bar_cobar_adjunction_inversion.tex,5229
thm:primary-jordan-filtration-inv,theorem,"Primary Jordan filtration;
\ClaimStatusProvedHere",ProvedHere,chapters/theory/bar_cobar_adjunction_inversion.tex,5274
cor:repeated-roots-extension-data,corollary,"Repeated roots encode extension data;
\ClaimStatusProvedHere",ProvedHere,chapters/theory/bar_cobar_adjunction_inversion.tex,5305
thm:common-core-exact-sequences-inv,theorem,"Common-core exact sequences;
\ClaimStatusProvedHere",ProvedHere,chapters/theory/bar_cobar_adjunction_inversion.tex,5337
prop:transport-factors-inv,proposition,"Transport factors through the common core;
\ClaimStatusProvedHere",ProvedHere,chapters/theory/bar_cobar_adjunction_inversion.tex,5365
prop:sl3-w3-defect-inv,proposition,"Exact defect decomposition;
\ClaimStatusProvedHere",ProvedHere,chapters/theory/bar_cobar_adjunction_inversion.tex,5432
prop:sl3-w3-projectors,proposition,"Explicit coprime-locus projectors;
\ClaimStatusProvedHere",ProvedHere,chapters/theory/bar_cobar_adjunction_inversion.tex,5454
thm:bar-NAP-homology,theorem,Bar construction as NAP homology; \ClaimStatusProvedHere,ProvedHere,chapters/theory/bar_construction.tex,254
lem:sign-compatibility,lemma,Sign compatibility; \ClaimStatusProvedHere,ProvedHere,chapters/theory/bar_construction.tex,575
thm:bar-nilpotency-complete,theorem,Nilpotency of bar differential; \ClaimStatusProvedHere,ProvedHere,chapters/theory/bar_construction.tex,665
prop:pole-decomposition,proposition,Pole decomposition of the bar differential; \ClaimStatusProvedHere,ProvedHere,chapters/theory/bar_construction.tex,724
cor:bar-functorial,corollary,Bar complex is functorial; \ClaimStatusProvedHere,ProvedHere,chapters/theory/bar_construction.tex,790
thm:stokes-config,theorem,Stokes' theorem on configuration spaces; \ClaimStatusProvedHere,ProvedHere,chapters/theory/bar_construction.tex,818
cor:residues-anticommute,corollary,Residues anticommute at corners; \ClaimStatusProvedHere,ProvedHere,chapters/theory/bar_construction.tex,913
thm:arnold-three,theorem,Arnold relations; \ClaimStatusProvedHere,ProvedHere,chapters/theory/bar_construction.tex,955
cor:cohomology-config,corollary,Cohomology of configuration spaces; \ClaimStatusProvedElsewhere,ProvedElsewhere,chapters/theory/bar_construction.tex,984
thm:bar-functorial-complete,theorem,Bar construction is functorial; \ClaimStatusProvedHere,ProvedHere,chapters/theory/bar_construction.tex,1129
cor:bar-natural,corollary,Natural transformation property; \ClaimStatusProvedHere,ProvedHere,chapters/theory/bar_construction.tex,1168
prop:model-independence,proposition,Model independence; \ClaimStatusProvedHere,ProvedHere,chapters/theory/bar_construction.tex,1173
thm:bar-coalgebra,theorem,Bar coalgebra; \ClaimStatusProvedHere,ProvedHere,chapters/theory/bar_construction.tex,1206
thm:coassociativity-complete,theorem,Coassociativity; \ClaimStatusProvedHere,ProvedHere,chapters/theory/bar_construction.tex,1229
thm:counit-axioms,theorem,Counit axioms; \ClaimStatusProvedHere,ProvedHere,chapters/theory/bar_construction.tex,1296
cor:bar-is-dgcoalg,corollary,Bar complex is DG-coalgebra; \ClaimStatusProvedHere,ProvedHere,chapters/theory/bar_construction.tex,1347
thm:diff-is-coderivation,theorem,Differential is coderivation; \ClaimStatusProvedHere,ProvedHere,chapters/theory/bar_construction.tex,1364
lem:orientation,lemma,Orientation convention; \ClaimStatusProvedHere,ProvedHere,chapters/theory/bar_construction.tex,1451
lem:residue-properties,lemma,Residue properties; \ClaimStatusProvedHere,ProvedHere,chapters/theory/bar_construction.tex,1476
lem:residue-well-defined,lemma,Well-definedness of residue; \ClaimStatusProvedHere,ProvedHere,chapters/theory/bar_construction.tex,1500
thm:geometric-equals-operadic-bar,theorem,Geometric bar \texorpdfstring{$=$}{=} operadic bar; \ClaimStatusProvedHere,ProvedHere,chapters/theory/bar_construction.tex,1564
thm:residue-formula,theorem,Residue formula; \ClaimStatusProvedHere,ProvedHere,chapters/theory/bar_construction.tex,1640
thm:bar-uniqueness-functoriality,theorem,Uniqueness and functoriality; \ClaimStatusProvedHere,ProvedHere,chapters/theory/bar_construction.tex,1702
thm:bar-chiral,theorem,Bar complex is chiral; \ClaimStatusProvedHere,ProvedHere,chapters/theory/bar_construction.tex,1812
thm:chiral-hochschild-differential,theorem,The chiral Hochschild differential; \ClaimStatusProvedHere,ProvedHere,chapters/theory/chiral_hochschild_koszul.tex,163
thm:hochschild-bar-cobar,theorem,Hochschild via bar-cobar; \ClaimStatusProvedHere,ProvedHere,chapters/theory/chiral_hochschild_koszul.tex,315
thm:hochschild-spectral-sequence,theorem,Hochschild spectral sequence; \ClaimStatusProvedHere,ProvedHere,chapters/theory/chiral_hochschild_koszul.tex,353
thm:main-koszul-hoch,theorem,"Koszul duality for Hochschild cohomology
\textup{(}Theorem~H\textup{)}; \ClaimStatusProvedHere",ProvedHere,chapters/theory/chiral_hochschild_koszul.tex,470
thm:hochschild-polynomial-growth,theorem,"Polynomial growth of chiral Hochschild cohomology
\textup{(}Theorem~H, growth clause\textup{)}; \ClaimStatusProvedHere",ProvedHere,chapters/theory/chiral_hochschild_koszul.tex,585
cor:def-obs-exchange-genus0,corollary,Deformation-obstruction exchange at genus \texorpdfstring{$0$}{0}; \ClaimStatusProvedHere,ProvedHere,chapters/theory/chiral_hochschild_koszul.tex,657
prop:e2-formality-hochschild,proposition,"$\Etwo$-formality of chiral Hochschild cohomology;
\ClaimStatusProvedHere",ProvedHere,chapters/theory/chiral_hochschild_koszul.tex,696
conj:bifunctor-obstruction-decomposition,theorem,"Bifunctor obstruction decomposition;
\ClaimStatusProvedHere",ProvedHere,chapters/theory/chiral_hochschild_koszul.tex,936
thm:boson-fermion-lattice,theorem,Boson-fermion correspondence via lattice VOA; \ClaimStatusProvedElsewhere{} \cite{FK80},ProvedElsewhere,chapters/theory/chiral_hochschild_koszul.tex,1096
prop:genus0-cyclic-coderivation,proposition,"Genus-\texorpdfstring{$0$}{0} cyclic coderivation complex;
\ClaimStatusProvedHere",ProvedHere,chapters/theory/chiral_hochschild_koszul.tex,1279
