issue_id,part,chapter_file,chapter_pages,section_page,line,heading,nearest_heading,kind,status,severity,snippet,action,algorithm
I0246,Complete Portraits,chapters/examples/w_algebras_deep.tex,,1071,488,\subsection{\texorpdfstring{$\mathcal{W}_{1+\infty}$ and the large-$N$ limit}{W(1+infinity) and the large-N limit}},\subsection{\texorpdfstring{$\mathcal{W}_{1+\infty}$ and the large-$N$ limit}{W(1+infinity) and the large-N limit}},status-conjectured,must-upgrade,high,\ClaimStatusConjectured],"Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0247,Complete Portraits,chapters/examples/w_algebras_deep.tex,,1071,538,\subsection{\texorpdfstring{$\mathcal{W}_{1+\infty}$ and the large-$N$ limit}{W(1+infinity) and the large-N limit}},\subsection{\texorpdfstring{$\mathcal{W}_{1+\infty}$ and the large-$N$ limit}{W(1+infinity) and the large-N limit}},narrative-meta,must-upgrade,medium,\begin{remark}[Scope: higher spin gravity and minimal model holography],Prune internal-project vocabulary from running prose,ALG-I
I0229,Complete Portraits,chapters/examples/w_algebras_framework.tex,,995,152,\subsection{\texorpdfstring{The solution: curved $A_\infty$ Koszul duality}{The solution: curved A infty Koszul duality}},\subsection{\texorpdfstring{The solution: curved $A_\infty$ Koszul duality}{The solution: curved A infty Koszul duality}},status-conjectured,must-upgrade,high,\begin{conjecture}[W-algebra Koszul duality for general nilpotent; \ClaimStatusConjectured]\label{conj:w-orbit-duality},"Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0230,Complete Portraits,chapters/examples/w_algebras_framework.tex,,995,161,\subsection{\texorpdfstring{The solution: curved $A_\infty$ Koszul duality}{The solution: curved A infty Koszul duality}},\subsection{\texorpdfstring{The solution: curved $A_\infty$ Koszul duality}{The solution: curved A infty Koszul duality}},narrative-meta,must-upgrade,medium,\begin{remark}[Scope],Prune internal-project vocabulary from running prose,ALG-I
I0231,Complete Portraits,chapters/examples/w_algebras_framework.tex,,995,180,\subsection{\texorpdfstring{The solution: curved $A_\infty$ Koszul duality}{The solution: curved A infty Koszul duality}},\subsection{\texorpdfstring{The solution: curved $A_\infty$ Koszul duality}{The solution: curved A infty Koszul duality}},narrative-meta,must-upgrade,medium,frontier.  This orbit-indexed transport problem is distinct from the,Prune internal-project vocabulary from running prose,ALG-I
I0232,Complete Portraits,chapters/examples/w_algebras_framework.tex,,995,197,\subsection{\texorpdfstring{The solution: curved $A_\infty$ Koszul duality}{The solution: curved A infty Koszul duality}},\subsection{\texorpdfstring{The solution: curved $A_\infty$ Koszul duality}{The solution: curved A infty Koszul duality}},narrative-meta,must-upgrade,medium,The conjecture packages the non-principal frontier into a Type~II,Prune internal-project vocabulary from running prose,ALG-I
I0233,Complete Portraits,chapters/examples/w_algebras_framework.tex,,998,203,\subsection{$\mathcal{W}$-algebras for general nilpotent data and the orbit-indexed frontier},\subsection{$\mathcal{W}$-algebras for general nilpotent data and the orbit-indexed frontier},meta-heading,must-upgrade,critical,\subsection{$\mathcal{W}$-algebras for general nilpotent data and the orbit-indexed frontier},Retitle or relocate heading outside theorematic flow,ALG-A
I0234,Complete Portraits,chapters/examples/w_algebras_framework.tex,,998,243,\subsection{$\mathcal{W}$-algebras for general nilpotent data and the orbit-indexed frontier},\subsection{$\mathcal{W}$-algebras for general nilpotent data and the orbit-indexed frontier},narrative-meta,must-upgrade,medium,"first non-principal theorematic evidence, and the remaining frontier is",Prune internal-project vocabulary from running prose,ALG-I
I0235,Complete Portraits,chapters/examples/w_algebras_framework.tex,,998,342,\subsection{$\mathcal{W}$-algebras for general nilpotent data and the orbit-indexed frontier},\subsection{$\mathcal{W}$-algebras for general nilpotent data and the orbit-indexed frontier},narrative-meta,must-upgrade,medium,"orbit-indexed non-principal transport frontier, not as a finite-packet",Prune internal-project vocabulary from running prose,ALG-I
I0236,Complete Portraits,chapters/examples/w_algebras_framework.tex,,1025,2052,\subsection{4d gauge theory and AGT correspondence},\subsection{4d gauge theory and AGT correspondence},status-conjectured,must-upgrade,high,\begin{conjecture}[AGT correspondence --- W-algebra version; \ClaimStatusConjectured]\label{conj:agt-w-algebra},"Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0237,Complete Portraits,chapters/examples/w_algebras_framework.tex,,1025,2080,\subsection{4d gauge theory and AGT correspondence},\subsection{4d gauge theory and AGT correspondence},narrative-meta,must-upgrade,medium,\begin{remark}[Scope: AGT correspondence],Prune internal-project vocabulary from running prose,ALG-I
I0238,Complete Portraits,chapters/examples/w_algebras_framework.tex,,1025,2082,\subsection{4d gauge theory and AGT correspondence},\subsection{4d gauge theory and AGT correspondence},narrative-meta,must-upgrade,medium,"Proving this equality requires: (a) localization on the instanton moduli space $\mathcal{M}_{G,C_g}$ using Nakajima's quiver variety techniques, (b) identification of the localization contributions with W-algebra matrix ",Prune internal-project vocabulary from running prose,ALG-I
I0239,Complete Portraits,chapters/examples/w_algebras_framework.tex,,1027,2359,\subsection{Highest weight modules via Drinfeld--Sokolov reduction},\subsection{Highest weight modules via Drinfeld--Sokolov reduction},narrative-meta,must-upgrade,medium,isomorphism; Remark~\ref{rem:zhu-koszul-scope}).,Prune internal-project vocabulary from running prose,ALG-I
I0240,Complete Portraits,chapters/examples/w_algebras_framework.tex,,1029,2469,\subsection{Logarithmic $\mathcal{W}$-algebra modules},\subsection{Logarithmic $\mathcal{W}$-algebra modules},status-conjectured,must-upgrade,high,As a conjectural extension (\ClaimStatusConjectured) of the,"Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0241,Complete Portraits,chapters/examples/w_algebras_framework.tex,,1030,2500,\section{Open questions},\section{Open questions},meta-heading,must-upgrade,critical,\section{Open questions},Retitle or relocate heading outside theorematic flow,ALG-A
I0254,Complete Portraits,chapters/examples/yangians.tex,,1116,525,\subsection{Yangian modules and Koszul duality},\subsection{Yangian modules and Koszul duality},status-conjectured,must-upgrade,high,\ClaimStatusConjectured]\label{conj:e1-genus-theory},"Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0255,Complete Portraits,chapters/examples/yangians.tex,,1119,621,\subsection{Definition},\subsection{Definition},status-conjectured,must-upgrade,high,\begin{conjecture}[Shifted Yangian as $\Eone$-chiral; \ClaimStatusConjectured]\label{conj:shifted-yangian-e1},"Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0256,Complete Portraits,chapters/examples/yangians.tex,,1119,629,\subsection{Definition},\subsection{Definition},narrative-meta,must-upgrade,medium,\begin{remark}[Scope],Prune internal-project vocabulary from running prose,ALG-I
I0257,Complete Portraits,chapters/examples/yangians.tex,,1119,636,\subsection{Definition},\subsection{Definition},status-conjectured,must-upgrade,high,A conjectural extension (\ClaimStatusConjectured) is that the shifted case follows by an analogous argument using the,"Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0258,Complete Portraits,chapters/examples/yangians.tex,,1119,755,\subsection{Comparison with dg-shifted Yangians},\subsection{Comparison with dg-shifted Yangians},status-conjectured,must-upgrade,high,The bridge claim is \ClaimStatusConjectured: the,"Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0259,Complete Portraits,chapters/examples/yangians.tex,,1119,765,\subsection{Comparison with dg-shifted Yangians},\subsection{Comparison with dg-shifted Yangians},status-conjectured,must-upgrade,high,\ClaimStatusConjectured],"Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0260,Complete Portraits,chapters/examples/yangians.tex,,1119,847,\subsection{Comparison with dg-shifted Yangians},\subsection{Comparison with dg-shifted Yangians},narrative-meta,must-upgrade,medium,"standard way, higher tensor lengths cease to be a separate frontier.",Prune internal-project vocabulary from running prose,ALG-I
I0261,Complete Portraits,chapters/examples/yangians.tex,,1119,1477,\subsection{Comparison with dg-shifted Yangians},\subsection{Comparison with dg-shifted Yangians},narrative-meta,must-upgrade,medium,"satisfied, so the Yangian finite-detection frontier reduces to the",Prune internal-project vocabulary from running prose,ALG-I
I0262,Complete Portraits,chapters/examples/yangians.tex,,1119,1541,\subsection{Comparison with dg-shifted Yangians},\subsection{Comparison with dg-shifted Yangians},narrative-meta,must-upgrade,medium,pairwise frontier of,Prune internal-project vocabulary from running prose,ALG-I
I0263,Complete Portraits,chapters/examples/yangians.tex,,1119,1602,\subsection{Comparison with dg-shifted Yangians},\subsection{Comparison with dg-shifted Yangians},narrative-meta,must-upgrade,medium,Yangian frontier on the fundamental line is the residue extraction at,Prune internal-project vocabulary from running prose,ALG-I
I0264,Complete Portraits,chapters/examples/yangians.tex,,1119,1641,\subsection{Comparison with dg-shifted Yangians},\subsection{Comparison with dg-shifted Yangians},narrative-meta,must-upgrade,medium,Yangian frontier on the fundamental line is a two-channel scalar,Prune internal-project vocabulary from running prose,ALG-I
I0265,Complete Portraits,chapters/examples/yangians.tex,,1119,1687,\subsection{Comparison with dg-shifted Yangians},\subsection{Comparison with dg-shifted Yangians},narrative-meta,must-upgrade,medium,Yangian frontier on the fundamental line may be checked on one ordered,Prune internal-project vocabulary from running prose,ALG-I
I0266,Complete Portraits,chapters/examples/yangians.tex,,1119,1772,\subsection{Comparison with dg-shifted Yangians},\subsection{Comparison with dg-shifted Yangians},narrative-meta,must-upgrade,medium,Yangian MC4 frontier.  The remaining open frontier is the,Prune internal-project vocabulary from running prose,ALG-I
I0267,Complete Portraits,chapters/examples/yangians.tex,,1133,1829,\subsection{Definition},\subsection{Definition},status-conjectured,must-upgrade,high,\begin{conjecture}[CoHA as $\Eone$-chiral; \ClaimStatusConjectured]\label{conj:coha-e1},"Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0268,Complete Portraits,chapters/examples/yangians.tex,,1133,1842,\subsection{Definition},\subsection{Definition},narrative-meta,must-upgrade,medium,\begin{remark}[Scope],Prune internal-project vocabulary from running prose,ALG-I
I0269,Complete Portraits,chapters/examples/yangians.tex,,1134,1882,\subsection{Shifted Yangians and Coulomb branch algebras},\subsection{Shifted Yangians and Coulomb branch algebras},status-conjectured,must-upgrade,high,\ClaimStatusConjectured],"Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0270,Complete Portraits,chapters/examples/yangians.tex,,1134,1898,\subsection{Shifted Yangians and Coulomb branch algebras},\subsection{Shifted Yangians and Coulomb branch algebras},narrative-meta,must-upgrade,medium,\begin{remark}[Scope],Prune internal-project vocabulary from running prose,ALG-I
I0271,Complete Portraits,chapters/examples/yangians.tex,,1135,1956,\subsection{\texorpdfstring{Cohomological Hall algebras as $\Eone$-chiral algebras}{Cohomological Hall algebras as E1-chiral algebras}},\subsection{\texorpdfstring{Cohomological Hall algebras as $\Eone$-chiral algebras}{Cohomological Hall algebras as E1-chiral algebras}},status-conjectured,must-upgrade,high,\begin{conjecture}[CoHA--Yangian Koszul duality; \ClaimStatusConjectured],"Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0272,Complete Portraits,chapters/examples/yangians.tex,,1135,1970,\subsection{\texorpdfstring{Cohomological Hall algebras as $\Eone$-chiral algebras}{Cohomological Hall algebras as E1-chiral algebras}},\subsection{\texorpdfstring{Cohomological Hall algebras as $\Eone$-chiral algebras}{Cohomological Hall algebras as E1-chiral algebras}},narrative-meta,must-upgrade,medium,\begin{remark}[Scope and evidence],Prune internal-project vocabulary from running prose,ALG-I
I0273,Complete Portraits,chapters/examples/yangians.tex,,1141,2844,\subsection{\texorpdfstring{Yangian category $\mathcal{O}$ from bar-cobar duality}{Yangian category O from bar-cobar duality}},\subsection{\texorpdfstring{Yangian category $\mathcal{O}$ from bar-cobar duality}{Yangian category O from bar-cobar duality}},narrative-meta,must-upgrade,medium,\begin{remark}[Verification of hypotheses and scope],Prune internal-project vocabulary from running prose,ALG-I
I0274,Complete Portraits,chapters/examples/yangians.tex,,1141,3165,\subsection{\texorpdfstring{Yangian category $\mathcal{O}$ from bar-cobar duality}{Yangian category O from bar-cobar duality}},\subsection{\texorpdfstring{Yangian category $\mathcal{O}$ from bar-cobar duality}{Yangian category O from bar-cobar duality}},narrative-meta,must-upgrade,medium,scope of DK\@.  The factorization DK equivalence in its natural form,Prune internal-project vocabulary from running prose,ALG-I
I0275,Complete Portraits,chapters/examples/yangians.tex,,1141,3207,\subsection{\texorpdfstring{Yangian category $\mathcal{O}$ from bar-cobar duality}{Yangian category O from bar-cobar duality}},\subsection{\texorpdfstring{Yangian category $\mathcal{O}$ from bar-cobar duality}{Yangian category O from bar-cobar duality}},narrative-meta,must-upgrade,medium,The following lemma constrains the scope of what finite-dimensional,Prune internal-project vocabulary from running prose,ALG-I
I0276,Complete Portraits,chapters/examples/yangians.tex,,1141,3258,\subsection{\texorpdfstring{Yangian category $\mathcal{O}$ from bar-cobar duality}{Yangian category O from bar-cobar duality}},\subsection{\texorpdfstring{Yangian category $\mathcal{O}$ from bar-cobar duality}{Yangian category O from bar-cobar duality}},narrative-meta,must-upgrade,medium,(matching the proved scope);,Prune internal-project vocabulary from running prose,ALG-I
I0277,Complete Portraits,chapters/examples/yangians.tex,,1141,3880,\subsection{\texorpdfstring{Yangian category $\mathcal{O}$ from bar-cobar duality}{Yangian category O from bar-cobar duality}},\subsection{\texorpdfstring{Yangian category $\mathcal{O}$ from bar-cobar duality}{Yangian category O from bar-cobar duality}},narrative-meta,must-upgrade,medium,\textbf{Strategy} & \textbf{Reduces to} & \textbf{Scope} \\,Prune internal-project vocabulary from running prose,ALG-I
I0278,Complete Portraits,chapters/examples/yangians.tex,,1141,3914,\subsection{\texorpdfstring{Yangian category $\mathcal{O}$ from bar-cobar duality}{Yangian category O from bar-cobar duality}},\subsection{\texorpdfstring{Yangian category $\mathcal{O}$ from bar-cobar duality}{Yangian category O from bar-cobar duality}},status-conjectured,must-upgrade,high,\ClaimStatusConjectured]\label{conj:mc3-sectorwise-all-types},"Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0279,Complete Portraits,chapters/examples/yangians.tex,,1141,4099,\subsection{\texorpdfstring{Yangian category $\mathcal{O}$ from bar-cobar duality}{Yangian category O from bar-cobar duality}},\subsection{\texorpdfstring{Yangian category $\mathcal{O}$ from bar-cobar duality}{Yangian category O from bar-cobar duality}},narrative-meta,must-upgrade,medium,\subsubsection*{Beyond finite dimensions: the shifted-prefundamental programme},Prune internal-project vocabulary from running prose,ALG-I
I0280,Complete Portraits,chapters/examples/yangians.tex,,1141,4107,\subsection{\texorpdfstring{Yangian category $\mathcal{O}$ from bar-cobar duality}{Yangian category O from bar-cobar duality}},\subsection{\texorpdfstring{Yangian category $\mathcal{O}$ from bar-cobar duality}{Yangian category O from bar-cobar duality}},status-conjectured,must-upgrade,high,$\mathcal{O}^{\mathrm{sh}}$; \ClaimStatusConjectured],"Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0281,Complete Portraits,chapters/examples/yangians.tex,,1141,4131,\subsection{\texorpdfstring{Yangian category $\mathcal{O}$ from bar-cobar duality}{Yangian category O from bar-cobar duality}},\subsection{\texorpdfstring{Yangian category $\mathcal{O}$ from bar-cobar duality}{Yangian category O from bar-cobar duality}},status-conjectured,must-upgrade,high,\begin{conjecture}[Shifted-prefundamental generation; \ClaimStatusConjectured],"Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0282,Complete Portraits,chapters/examples/yangians.tex,,1141,4203,\subsection{\texorpdfstring{Yangian category $\mathcal{O}$ from bar-cobar duality}{Yangian category O from bar-cobar duality}},\subsection{\texorpdfstring{Yangian category $\mathcal{O}$ from bar-cobar duality}{Yangian category O from bar-cobar duality}},status-conjectured,must-upgrade,high,\begin{conjecture}[Pro-Weyl recovery of ordinary standards; \ClaimStatusConjectured],"Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0283,Complete Portraits,chapters/examples/yangians.tex,,1141,4221,\subsection{\texorpdfstring{Yangian category $\mathcal{O}$ from bar-cobar duality}{Yangian category O from bar-cobar duality}},\subsection{\texorpdfstring{Yangian category $\mathcal{O}$ from bar-cobar duality}{Yangian category O from bar-cobar duality}},status-conjectured,must-upgrade,high,"\begin{conjecture}[DK on compacts, extended by completion; \ClaimStatusConjectured]","Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0284,Complete Portraits,chapters/examples/yangians.tex,,1141,4291,\subsection{\texorpdfstring{Yangian category $\mathcal{O}$ from bar-cobar duality}{Yangian category O from bar-cobar duality}},\subsection{\texorpdfstring{Yangian category $\mathcal{O}$ from bar-cobar duality}{Yangian category O from bar-cobar duality}},narrative-meta,must-upgrade,medium,\begin{remark}[Corrected MC3 frontier],Prune internal-project vocabulary from running prose,ALG-I
I0285,Complete Portraits,chapters/examples/yangians.tex,,1141,4307,\subsection{\texorpdfstring{Yangian category $\mathcal{O}$ from bar-cobar duality}{Yangian category O from bar-cobar duality}},\subsection{\texorpdfstring{Yangian category $\mathcal{O}$ from bar-cobar duality}{Yangian category O from bar-cobar duality}},narrative-meta,must-upgrade,medium,The remaining MC3 frontier therefore splits into two layers.,Prune internal-project vocabulary from running prose,ALG-I
I0286,Complete Portraits,chapters/examples/yangians.tex,,1141,4373,\subsection{\texorpdfstring{Yangian category $\mathcal{O}$ from bar-cobar duality}{Yangian category O from bar-cobar duality}},\subsection{\texorpdfstring{Yangian category $\mathcal{O}$ from bar-cobar duality}{Yangian category O from bar-cobar duality}},narrative-meta,must-upgrade,medium,"Option~(b) is the deeper programme, with the Yangian analogue",Prune internal-project vocabulary from running prose,ALG-I
I0287,Complete Portraits,chapters/examples/yangians.tex,,1162,4703,\subsection{The staged ladder beyond the evaluation locus},\subsection{The staged ladder beyond the evaluation locus},status-conjectured,must-upgrade,high,\ClaimStatusConjectured]\label{conj:full-derived-dk},"Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0288,Complete Portraits,chapters/examples/yangians.tex,,1162,4817,\subsection{The staged ladder beyond the evaluation locus},\subsection{The staged ladder beyond the evaluation locus},narrative-meta,must-upgrade,medium,The frontier decomposes into a theorem ladder:,Prune internal-project vocabulary from running prose,ALG-I
I0289,Complete Portraits,chapters/examples/yangians.tex,,1164,5066,\subsection{$\infty$-categorical factorization Koszul duality},\subsection{$\infty$-categorical factorization Koszul duality},narrative-meta,must-upgrade,medium,\begin{remark}[Scope of ``unconditional''],Prune internal-project vocabulary from running prose,ALG-I
I0290,Complete Portraits,chapters/examples/yangians.tex,,1164,5117,\subsection{$\infty$-categorical factorization Koszul duality},\subsection{$\infty$-categorical factorization Koszul duality},narrative-meta,must-upgrade,medium,\begin{remark}[Two proofs in type~$A$; scope comparison],Prune internal-project vocabulary from running prose,ALG-I
I0291,Complete Portraits,chapters/examples/yangians.tex,,1164,5152,\subsection{$\infty$-categorical factorization Koszul duality},\subsection{$\infty$-categorical factorization Koszul duality},narrative-meta,must-upgrade,medium,Remark~\ref{rem:corrected-mc3-frontier}(b) ---,Prune internal-project vocabulary from running prose,ALG-I
I0292,Complete Portraits,chapters/examples/yangians.tex,,1164,5164,\subsection{$\infty$-categorical factorization Koszul duality},\subsection{$\infty$-categorical factorization Koszul duality},narrative-meta,must-upgrade,medium,The two programmes are complementary:,Prune internal-project vocabulary from running prose,ALG-I
I0293,Complete Portraits,chapters/examples/yangians.tex,,1164,5173,\subsection{$\infty$-categorical factorization Koszul duality},\subsection{$\infty$-categorical factorization Koszul duality},narrative-meta,must-upgrade,medium,home for both programmes: the evaluation-generated core is the,Prune internal-project vocabulary from running prose,ALG-I
I0294,Complete Portraits,chapters/examples/yangians.tex,,1164,5219,\subsection{$\infty$-categorical factorization Koszul duality},\subsection{$\infty$-categorical factorization Koszul duality},status-conjectured,must-upgrade,high,\ClaimStatusConjectured],"Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0295,Complete Portraits,chapters/examples/yangians.tex,,1164,5262,\subsection{$\infty$-categorical factorization Koszul duality},\subsection{$\infty$-categorical factorization Koszul duality},narrative-meta,must-upgrade,medium,Proposition~\ref{prop:yangian-dk4-typea-frontier} are,Prune internal-project vocabulary from running prose,ALG-I
I0296,Complete Portraits,chapters/examples/yangians.tex,,1164,5279,\subsection{$\infty$-categorical factorization Koszul duality},\subsection{$\infty$-categorical factorization Koszul duality},status-conjectured,must-upgrade,high,\ClaimStatusConjectured],"Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0297,Complete Portraits,chapters/examples/yangians.tex,,1164,5485,\subsection{$\infty$-categorical factorization Koszul duality},\subsection{$\infty$-categorical factorization Koszul duality},narrative-meta,must-upgrade,medium,\emph{correct categorical context} for the full MC3 programme:,Prune internal-project vocabulary from running prose,ALG-I
I0298,Complete Portraits,chapters/examples/yangians.tex,,1164,5497,\subsection{$\infty$-categorical factorization Koszul duality},\subsection{$\infty$-categorical factorization Koszul duality},narrative-meta,must-upgrade,medium,Remark~\ref{rem:corrected-mc3-frontier}(b),Prune internal-project vocabulary from running prose,ALG-I
I0299,Complete Portraits,chapters/examples/yangians.tex,,1164,5585,\subsection{$\infty$-categorical factorization Koszul duality},\subsection{$\infty$-categorical factorization Koszul duality},narrative-meta,must-upgrade,medium,Remark~\ref{rem:corrected-mc3-frontier}(b) concern modules,Prune internal-project vocabulary from running prose,ALG-I
I0300,Complete Portraits,chapters/examples/yangians.tex,,1164,5619,\subsection{$\infty$-categorical factorization Koszul duality},\subsection{$\infty$-categorical factorization Koszul duality},status-conjectured,must-upgrade,high,\ClaimStatusConjectured],"Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0301,Complete Portraits,chapters/examples/yangians.tex,,1164,5682,\subsection{$\infty$-categorical factorization Koszul duality},\subsection{$\infty$-categorical factorization Koszul duality},narrative-meta,must-upgrade,medium,\begin{remark}[Tangent Lie algebra controls the extension programme],Prune internal-project vocabulary from running prose,ALG-I
I0302,Complete Portraits,chapters/examples/yangians.tex,,1164,5972,\subsection{$\infty$-categorical factorization Koszul duality},\subsection{$\infty$-categorical factorization Koszul duality},status-conjectured,must-upgrade,high,\ClaimStatusConjectured],"Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0303,Complete Portraits,chapters/examples/yangians.tex,,1164,6022,\subsection{$\infty$-categorical factorization Koszul duality},\subsection{$\infty$-categorical factorization Koszul duality},narrative-meta,must-upgrade,medium,Proposition~\ref{prop:yangian-dk4-typea-frontier} verifies,Prune internal-project vocabulary from running prose,ALG-I
I0304,Complete Portraits,chapters/examples/yangians.tex,,1164,6059,\subsection{$\infty$-categorical factorization Koszul duality},\subsection{$\infty$-categorical factorization Koszul duality},status-conjectured,must-upgrade,high,\ClaimStatusConjectured],"Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0305,Complete Portraits,chapters/examples/yangians.tex,,1164,6073,\subsection{$\infty$-categorical factorization Koszul duality},\subsection{$\infty$-categorical factorization Koszul duality},status-conjectured,must-upgrade,high,\ClaimStatusConjectured],"Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0306,Complete Portraits,chapters/examples/yangians.tex,,1164,6084,\subsection{$\infty$-categorical factorization Koszul duality},\subsection{$\infty$-categorical factorization Koszul duality},status-conjectured,must-upgrade,high,\begin{definition}[dg-shifted Yangian; \ClaimStatusConjectured],"Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0307,Complete Portraits,chapters/examples/yangians.tex,,1164,6097,\subsection{$\infty$-categorical factorization Koszul duality},\subsection{$\infty$-categorical factorization Koszul duality},status-conjectured,must-upgrade,high,\ClaimStatusConjectured],"Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0308,Complete Portraits,chapters/examples/yangians.tex,,1164,6166,\subsection{$\infty$-categorical factorization Koszul duality},\subsection{$\infty$-categorical factorization Koszul duality},status-conjectured,must-upgrade,high,\ClaimStatusConjectured],"Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0309,Complete Portraits,chapters/examples/yangians.tex,,1164,6290,\subsection{$\infty$-categorical factorization Koszul duality},\subsection{$\infty$-categorical factorization Koszul duality},narrative-meta,must-upgrade,medium,"Thus, after DK-3, the genuinely analytic Yangian frontier on the",Prune internal-project vocabulary from running prose,ALG-I
I0310,Complete Portraits,chapters/examples/yangians.tex,,1164,6327,\subsection{$\infty$-categorical factorization Koszul duality},\subsection{$\infty$-categorical factorization Koszul duality},narrative-meta,must-upgrade,medium,Proposition~\ref{prop:yangian-dk4-typea-frontier}.  Let,Prune internal-project vocabulary from running prose,ALG-I
I0311,Complete Portraits,chapters/examples/yangians.tex,,1164,6384,\subsection{$\infty$-categorical factorization Koszul duality},\subsection{$\infty$-categorical factorization Koszul duality},narrative-meta,must-upgrade,medium,"After Proposition~\ref{prop:yangian-dk4-typea-frontier}, the remaining",Prune internal-project vocabulary from running prose,ALG-I
I0312,Complete Portraits,chapters/examples/yangians.tex,,1164,6422,\subsection{$\infty$-categorical factorization Koszul duality},\subsection{$\infty$-categorical factorization Koszul duality},narrative-meta,must-upgrade,medium,theorematic RTT stages.  Proposition~\ref{prop:yangian-dk4-typea-frontier},Prune internal-project vocabulary from running prose,ALG-I
I0313,Complete Portraits,chapters/examples/yangians.tex,,1164,6438,\subsection{$\infty$-categorical factorization Koszul duality},\subsection{$\infty$-categorical factorization Koszul duality},narrative-meta,must-upgrade,medium,frontier breaks into four concrete checks rather than one undifferentiated,Prune internal-project vocabulary from running prose,ALG-I
I0314,Complete Portraits,chapters/examples/yangians.tex,,1164,6459,\subsection{$\infty$-categorical factorization Koszul duality},\subsection{$\infty$-categorical factorization Koszul duality},narrative-meta,must-upgrade,medium,bar-cobar package.  The live Yangian frontier is the stronger H-level,Prune internal-project vocabulary from running prose,ALG-I
I0315,Complete Portraits,chapters/examples/yangians.tex,,1164,6466,\subsection{$\infty$-categorical factorization Koszul duality},\subsection{$\infty$-categorical factorization Koszul duality},narrative-meta,must-upgrade,medium,"type-A tower, Proposition~\ref{prop:yangian-dk4-typea-frontier} reduces",Prune internal-project vocabulary from running prose,ALG-I
I0316,Complete Portraits,chapters/examples/yangians.tex,,1164,6506,\subsection{$\infty$-categorical factorization Koszul duality},\subsection{$\infty$-categorical factorization Koszul duality},narrative-meta,must-upgrade,medium,"frontier.  As in the \(\mathcal{W}_\infty\) case, the eventual-constancy",Prune internal-project vocabulary from running prose,ALG-I
I0317,Complete Portraits,chapters/examples/yangians.tex,,1164,6669,\subsection{$\infty$-categorical factorization Koszul duality},\subsection{$\infty$-categorical factorization Koszul duality},narrative-meta,must-upgrade,medium,remaining Yangian H-level frontier is to construct a filtered,Prune internal-project vocabulary from running prose,ALG-I
I0318,Complete Portraits,chapters/examples/yangians.tex,,1164,6726,\subsection{$\infty$-categorical factorization Koszul duality},\subsection{$\infty$-categorical factorization Koszul duality},narrative-meta,must-upgrade,medium,The remaining frontier is,Prune internal-project vocabulary from running prose,ALG-I
I0319,Complete Portraits,chapters/examples/yangians.tex,,1164,6730,\subsection{$\infty$-categorical factorization Koszul duality},\subsection{$\infty$-categorical factorization Koszul duality},narrative-meta,must-upgrade,medium,$\Eone$-chiral bridge to the modular Koszul programme,Prune internal-project vocabulary from running prose,ALG-I
I0320,Complete Portraits,chapters/examples/yangians.tex,,1164,6731,\subsection{$\infty$-categorical factorization Koszul duality},\subsection{$\infty$-categorical factorization Koszul duality},narrative-meta,must-upgrade,medium,(\S\ref{sec:modular-koszul-programme}).,Prune internal-project vocabulary from running prose,ALG-I
I0567,Complete Portraits,main.tex,,,911,Part II opener,Part II opener,architecture,must-upgrade,critical,Part II opener,Replace part opener with one-paragraph portrait contract; remove programme bleed,ALG-C
I0564,Synthesis and Programmes,appendices/coderived_models.tex,,,291,\subsection{Relative curved models},\subsection{Relative curved models},status-conjectured,must-upgrade,medium,(\ClaimStatusConjectured) to embed fully faithfully into the eventual coderived category of curved,"Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0565,Synthesis and Programmes,appendices/coderived_models.tex,,,308,\subsection{Completed ambient for factorization algebras},\subsection{Completed ambient for factorization algebras},status-conjectured,must-upgrade,medium,\begin{definition}[Completed chiral ambient; \ClaimStatusConjectured],"Fence, split, move, or prove conjectural/heuristic material",ALG-B
