volume,part,file,line,label,env_type,status,title,snippet,risk,attack_swarm,dismissal_stance,dismissal_reason
V2,connections,chapters/connections/bar-cobar-review.tex,772,thm:koszul-dodecahedron,theorem,Conditional,,"For a chiral algebra~ with PBW filtration, the following are equivalent: begin{enumerate}[label= textup{( roman*)}] item textbf{Concentration.} Bar cohomology lives in a single degree: for . item textbf{Spectral collapse.} The PBW spectral sequence on collapses at~ : no higher differentials, no extension problems. The associated graded is classically Koszul in the sense of Priddy--BGS, and the chi",critical,"Dependency auditor: conditional claim; any hidden use beyond stated hypotheses can invalidate it. | Hypothesis hunter: isolate exact domain (finite type? simple type? genus zero? principal locus? characteristic zero? perturbative only?). Overstated scope is the default failure mode. | Physics-to-math bridge auditor: identify where physical intuition is promoted to theorem; anomaly cancellation, BV closure, and perturbative/nonperturbative jumps are attack points.",Survives only relative to explicit hypotheses; any unstated extension should be dismissed.,Status alone bars downstream use as established mathematics.
V2,connections,chapters/connections/bar-cobar-review.tex,900,rem:big-vs-small,remark,Conditional,Big versus small,"The homotopy Koszul dual exists for emph{every} chiral algebra, with no Koszul hypothesis. It is the ``big'' Koszul dual: a factorization algebra on carrying the full homotopy type of the Verdier dual of the bar coalgebra. The classical Koszul dual is the ``small'' Koszul dual: a quadratic algebra defined by generators and relations. On the Koszul locus, big small: is formal (criterion~(iii) above",high,"Dependency auditor: conditional claim; any hidden use beyond stated hypotheses can invalidate it. | Physics-to-math bridge auditor: identify where physical intuition is promoted to theorem; anomaly cancellation, BV closure, and perturbative/nonperturbative jumps are attack points.",Survives only relative to explicit hypotheses; any unstated extension should be dismissed.,Status alone bars downstream use as established mathematics.
V2,connections,chapters/connections/bar-cobar-review.tex,938,rem:koszul-open-problem,remark,Open,The open problem,"emph{Chiral Koszulness from physics} remains open: the bridge theorem (Theorem~) together with BV-BRST quantization should imply that the resulting logarithmic -algebra is chirally Koszul. The three worked examples (free multiplet, Landau--Ginzburg, abelian Chern--Simons) are all Koszul; the Virasoro and algebras are also chirally Koszul but have non-formal Swiss-cheese structure (they have ). The",low,"Proof auditor: check whether the proof is internal, whether spectral-sequence collapse, formality, or adjunction arguments import unstated finiteness or convergence assumptions. | Physics-to-math bridge auditor: identify where physical intuition is promoted to theorem; anomaly cancellation, BV closure, and perturbative/nonperturbative jumps are attack points.",Not dismissed by metadata alone; requires localized proof checking. Default stance: provisionally retain with listed attack surfaces.,Status alone bars downstream use as established mathematics.
V2,connections,chapters/connections/bar-cobar-review.tex,996,conj:purity-koszul,conjecture,Conjectured,,"index{Koszulness!purity criterion} A chiral algebra~ is chirally Koszul if and only if the OPE collision data of~ is pure in the sense of Definition~. When this holds: begin{enumerate}[label= textup{( alph*)}] item the cohomology is pure of weight~ for all~ ; item the weight spectral sequence on degenerates at~ , giving for bar degree; item the bar cohomology is concentrated, hence~ is chirally Ko",critical,"Counterexample hunter: conjecture status means no proof; search first in low-rank, low-genus, abelian/free, or degenerate boundary cases. | Physics-to-math bridge auditor: identify where physical intuition is promoted to theorem; anomaly cancellation, BV closure, and perturbative/nonperturbative jumps are attack points.",Unproved; do not use downstream without reduction to tested special cases.,Status alone bars downstream use as established mathematics.
V2,connections,chapters/connections/bar-cobar-review.tex,1139,rem:simple-pole-principle,remark,Open,The simple-pole principle,The purity criterion distills to a single geometric slogan: emph{simple poles give pure weights give -degeneration give formal Swiss-cheese structure; higher non-scalar poles give mixed extensions give non-trivial differentials give non-formal Swiss-cheese structure.} This is the Chriss--Ginzburg content of the chiral Koszulness question. The Decomposition Theorem is the machine that converts the ,low,"Proof auditor: check whether the proof is internal, whether spectral-sequence collapse, formality, or adjunction arguments import unstated finiteness or convergence assumptions. | Physics-to-math bridge auditor: identify where physical intuition is promoted to theorem; anomaly cancellation, BV closure, and perturbative/nonperturbative jumps are attack points.",Not dismissed by metadata alone; requires localized proof checking. Default stance: provisionally retain with listed attack surfaces.,Status alone bars downstream use as established mathematics.
V2,connections,chapters/connections/bar-cobar-review.tex,1374,rem:closed-open-purity,remark,Open,Closed-color purity and open-color purity,The purity criterion above governs the emph{closed color} of : bar cohomology concentration is IC purity on . The complete strictification theorem (Theorem~) is its emph{open-color} analogue: the spectral Drinfeld class vanishes because root multiplicity one ( ) forces the multilinear Lie space to be one-dimensional at each filtration level. The two purity statements have different character. Clos,low,"Proof auditor: check whether the proof is internal, whether spectral-sequence collapse, formality, or adjunction arguments import unstated finiteness or convergence assumptions. | Physics-to-math bridge auditor: identify where physical intuition is promoted to theorem; anomaly cancellation, BV closure, and perturbative/nonperturbative jumps are attack points.",Not dismissed by metadata alone; requires localized proof checking. Default stance: provisionally retain with listed attack surfaces.,Status alone bars downstream use as established mathematics.
V2,connections,chapters/connections/bar-cobar-review.tex,1728,rem:spectral-parameter-operadic,remark,Open,Spectral parameter: operadic origin,"index{spectral parameter!operadic origin} The spectral parameter in the -matrix is the coordinate on in the closed-color factor of . The structure sees only the ordering on ; the chiral structure sees the holomorphic separation on~ . The -matrix is the closed-color monodromy of the open-color tensor product. The Laplace transform [ r(z) ;= ; int_0^ infty e^{- lambda z} , { cdot ,{}_ lambda , cdot ",low,"Proof auditor: check whether the proof is internal, whether spectral-sequence collapse, formality, or adjunction arguments import unstated finiteness or convergence assumptions. | Physics-to-math bridge auditor: identify where physical intuition is promoted to theorem; anomaly cancellation, BV closure, and perturbative/nonperturbative jumps are attack points.",Not dismissed by metadata alone; requires localized proof checking. Default stance: provisionally retain with listed attack surfaces.,Status alone bars downstream use as established mathematics.
V2,connections,chapters/connections/bar-cobar-review.tex,2062,rem:boundary-path,remark,Open,The boundary path,"Volume~I's recovery diagram (Remark~ ref*{rem:full-recovery-diagram} of Chapter~ ref*{chap:deformation-theory}) identifies three paths from the bar complex to the modular homotopy type: the algebraic, geometric, and Getzler--Kapranov routes. The canonicity theorem adds a fourth path running in the emph{reverse} direction: given the modular homotopy type, the bar-cobar adjunction produces a canonic",low,"Proof auditor: check whether the proof is internal, whether spectral-sequence collapse, formality, or adjunction arguments import unstated finiteness or convergence assumptions. | Physics-to-math bridge auditor: identify where physical intuition is promoted to theorem; anomaly cancellation, BV closure, and perturbative/nonperturbative jumps are attack points.",Not dismissed by metadata alone; requires localized proof checking. Default stance: provisionally retain with listed attack surfaces.,Status alone bars downstream use as established mathematics.
V2,connections,chapters/connections/bv_ht_physics.tex,96,conj:bar-cobar-ht-boundary,conjecture,Heuristic,Bar-cobar from HT boundary;,The holomorphic-topological boundary condition realizes bar-cobar duality: begin{itemize} item emph{Bar side.} Fields with prescribed asymptotics near (logarithmic forms) item emph{Cobar side.} Distributional fields on (delta functions at ) item emph{Duality.} Perfect pairing via residue-distribution integral end{itemize},critical,"Heuristic filter: treat as motivation, not evidence; reject any downstream theorem that silently uses it. | Physics-to-math bridge auditor: identify where physical intuition is promoted to theorem; anomaly cancellation, BV closure, and perturbative/nonperturbative jumps are attack points.",Dismiss as evidence; retain only as a research prompt.,Status alone bars downstream use as established mathematics.
V2,connections,chapters/connections/bv_ht_physics.tex,123,,remark,Heuristic,Scope,"This conjecture is labeled ClaimStatusHeuristic{} because it proposes a geometric realization of bar-cobar duality via holomorphic-topological boundary conditions, which requires input from extended field theory (boundary conditions for HT theories) beyond the algebraic framework of this monograph. emph{Homotopy template} (Convention~ ref*{conv:hms-levels}): Type~VII (physics-dictionary). The bar ",medium,"Heuristic filter: treat as motivation, not evidence; reject any downstream theorem that silently uses it. | Physics-to-math bridge auditor: identify where physical intuition is promoted to theorem; anomaly cancellation, BV closure, and perturbative/nonperturbative jumps are attack points.",Dismiss as evidence; retain only as a research prompt.,Status alone bars downstream use as established mathematics.
V2,connections,chapters/connections/bv_ht_physics.tex,137,conj:costello-gaiotto-agt,conjecture,Conjectured,Costello--Gaiotto AGT;,"Starting with 4d gauge theory with gauge group , compactify on , apply the topological twist, and take the infrared limit. The result is a 2d CFT with W-algebra symmetry . For , this gives the algebra.",high,"Counterexample hunter: conjecture status means no proof; search first in low-rank, low-genus, abelian/free, or degenerate boundary cases. | Physics-to-math bridge auditor: identify where physical intuition is promoted to theorem; anomaly cancellation, BV closure, and perturbative/nonperturbative jumps are attack points.",Unproved; do not use downstream without reduction to tested special cases.,Status alone bars downstream use as established mathematics.
V2,connections,chapters/connections/bv_ht_physics.tex,177,,remark,Conjectured,Scope,"ClaimStatusConjectured{} because the 4d gauge theory origin of W-algebras (Costello--Gaiotto) requires the holomorphic twist and infrared localization, which are physics inputs beyond the scope of this monograph. The bar complex computing W-algebra conformal blocks follows from Part~I; the live task is the gauge-theoretic comparison. emph{Homotopy template} (Convention~ ref*{conv:hms-levels}): Typ",medium,"Counterexample hunter: conjecture status means no proof; search first in low-rank, low-genus, abelian/free, or degenerate boundary cases. | Physics-to-math bridge auditor: identify where physical intuition is promoted to theorem; anomaly cancellation, BV closure, and perturbative/nonperturbative jumps are attack points.",Unproved; do not use downstream without reduction to tested special cases.,Status alone bars downstream use as established mathematics.
V2,connections,chapters/connections/bv_ht_physics.tex,208,conj:bv-integration-bar-cobar,conjecture,Heuristic,BV integration = bar-cobar pairing;,"The BV path integral is realized by the bar-cobar pairing: [Z_{ text{BV}} = langle bar{B}^{ text{ch}}( mathcal{A}), Omega^{ text{ch}}( mathcal{C}) rangle ] Explicitly: [Z = int_{ overline{C}_n(X)} omega_{ text{bar}} wedge iota^* K_{ text{cobar}} ]",critical,"Heuristic filter: treat as motivation, not evidence; reject any downstream theorem that silently uses it. | Physics-to-math bridge auditor: identify where physical intuition is promoted to theorem; anomaly cancellation, BV closure, and perturbative/nonperturbative jumps are attack points.",Dismiss as evidence; retain only as a research prompt.,Status alone bars downstream use as established mathematics.
V2,connections,chapters/connections/bv_ht_physics.tex,254,,remark,Heuristic,Scope,"This conjecture is labeled ClaimStatusHeuristic{} because the identification of the BV path integral with the bar-cobar pairing requires a rigorous measure-theoretic framework for configuration space integrals with BV gauge-fixing data, which goes beyond the algebraic constructions of Part~I. emph{Homotopy template} (Convention~ ref*{conv:hms-levels}): Type~VII (physics-dictionary). The BV partiti",medium,"Heuristic filter: treat as motivation, not evidence; reject any downstream theorem that silently uses it. | Physics-to-math bridge auditor: identify where physical intuition is promoted to theorem; anomaly cancellation, BV closure, and perturbative/nonperturbative jumps are attack points.",Dismiss as evidence; retain only as a research prompt.,Status alone bars downstream use as established mathematics.
V2,connections,chapters/connections/bv_ht_physics.tex,311,,remark,Open,Gaiotto's contribution,"Gaiotto's contribution was recognizing a physical pattern: holomorphic-topological theories naturally produce chiral algebras, boundary conditions for these theories are modules over the chiral algebra, the open-closed correspondence should be modeled by bar-cobar duality, and suitable 4d gauge theory reductions should produce W-algebras via this mechanism. The geometric bar-cobar construction sup",low,"Proof auditor: check whether the proof is internal, whether spectral-sequence collapse, formality, or adjunction arguments import unstated finiteness or convergence assumptions. | Physics-to-math bridge auditor: identify where physical intuition is promoted to theorem; anomaly cancellation, BV closure, and perturbative/nonperturbative jumps are attack points.",Not dismissed by metadata alone; requires localized proof checking. Default stance: provisionally retain with listed attack surfaces.,Status alone bars downstream use as established mathematics.
V2,connections,chapters/connections/celestial_boundary_transfer.tex,1409,cor:cbt-w-type-quadratic,corollary,Conjectured,first higher-spin correction for quadratic $W$-type PVAs,"ClaimStatusConjectured Let be a freely generated -type PVA, and assume: begin{enumerate}[label= textup{( roman*)},leftmargin=2em] item the boundary/celestial tree-level transfer exists and respects the composite filtration; item the first nonlinear homogeneous term in the generator -brackets is quadratic. end{enumerate} Then the first nonlinear obstruction class of the associated boundary/celestia",critical,"Counterexample hunter: conjecture status means no proof; search first in low-rank, low-genus, abelian/free, or degenerate boundary cases. | Hypothesis hunter: isolate exact domain (finite type? simple type? genus zero? principal locus? characteristic zero? perturbative only?). Overstated scope is the default failure mode. | Physics-to-math bridge auditor: identify where physical intuition is promoted to theorem; anomaly cancellation, BV closure, and perturbative/nonperturbative jumps are attack points.",Unproved; do not use downstream without reduction to tested special cases.,Status alone bars downstream use as established mathematics.
V2,connections,chapters/connections/celestial_boundary_transfer.tex,1447,cor:cbt-w3-obstruction,corollary,Conjectured,first higher-spin obstruction for the classical \texorpdfstring{$W_3$}{W3} PVA,"ClaimStatusConjectured Assuming the tree-level filtered boundary transfer exists for the PVA and respects composite degree, the first nonlinear celestial/boundary obstruction class is controlled entirely by the linear Virasoro- sector together with the quadratic terms [ frac{32}{5c}T^2 lambda qquad text{and} qquad frac{32}{5c}T , partial T ] in . No higher nonlinear correction can influence the fi",critical,"Counterexample hunter: conjecture status means no proof; search first in low-rank, low-genus, abelian/free, or degenerate boundary cases. | Hypothesis hunter: isolate exact domain (finite type? simple type? genus zero? principal locus? characteristic zero? perturbative only?). Overstated scope is the default failure mode. | Physics-to-math bridge auditor: identify where physical intuition is promoted to theorem; anomaly cancellation, BV closure, and perturbative/nonperturbative jumps are attack points. | OPE/PVA checker: Jacobi and truncation claims are especially fragile; verify central-charge normalization and singular-term bookkeeping.",Unproved; do not use downstream without reduction to tested special cases.,Status alone bars downstream use as established mathematics.
V2,connections,chapters/connections/celestial_boundary_transfer_frontier.tex,14,cor:cbt-w-type-quadratic,corollary,Conjectured,first higher-spin correction for quadratic $W$-type PVAs,"ClaimStatusConjectured Let be a freely generated -type PVA, and assume: begin{enumerate}[label= textup{( roman*)},leftmargin=2em] item the boundary/celestial tree-level transfer exists and respects the composite filtration; item the first nonlinear homogeneous term in the generator -brackets is quadratic. end{enumerate} Then the first nonlinear obstruction class of the associated boundary/celestia",critical,"Counterexample hunter: conjecture status means no proof; search first in low-rank, low-genus, abelian/free, or degenerate boundary cases. | Hypothesis hunter: isolate exact domain (finite type? simple type? genus zero? principal locus? characteristic zero? perturbative only?). Overstated scope is the default failure mode. | Physics-to-math bridge auditor: identify where physical intuition is promoted to theorem; anomaly cancellation, BV closure, and perturbative/nonperturbative jumps are attack points.",Unproved; do not use downstream without reduction to tested special cases.,Status alone bars downstream use as established mathematics.
V2,connections,chapters/connections/celestial_boundary_transfer_frontier.tex,52,cor:cbt-w3-obstruction,corollary,Conjectured,first higher-spin obstruction for the classical \texorpdfstring{$W_3$}{W3} PVA,"ClaimStatusConjectured Assuming the tree-level filtered boundary transfer exists for the PVA and respects composite degree, the first nonlinear celestial/boundary obstruction class is controlled entirely by the linear Virasoro- sector together with the quadratic terms [ frac{32}{5c}T^2 lambda qquad text{and} qquad frac{32}{5c}T , partial T ] in . No higher nonlinear correction can influence the fi",critical,"Counterexample hunter: conjecture status means no proof; search first in low-rank, low-genus, abelian/free, or degenerate boundary cases. | Hypothesis hunter: isolate exact domain (finite type? simple type? genus zero? principal locus? characteristic zero? perturbative only?). Overstated scope is the default failure mode. | Physics-to-math bridge auditor: identify where physical intuition is promoted to theorem; anomaly cancellation, BV closure, and perturbative/nonperturbative jumps are attack points. | OPE/PVA checker: Jacobi and truncation claims are especially fragile; verify central-charge normalization and singular-term bookkeeping.",Unproved; do not use downstream without reduction to tested special cases.,Status alone bars downstream use as established mathematics.
V2,connections,chapters/connections/celestial_holography.tex,143,conj:modular-twisted-celestial,conjecture,Conjectured,Modular twisted/celestial holography;,"Let be a twisted or celestial holographic model whose disk-level boundary algebra is identified, for a transverse boundary condition, with the universal defect chiral algebra of the unreduced theory. Then there exists a complete genus-filtered cyclic deformation package [ mathfrak g^{ mathrm{mod}}_ partial= prod_{g ge 0} h^g mathfrak g^{(g)}_ partial ] and a distinguished genus- Maurer--Cartan ele",critical,"Counterexample hunter: conjecture status means no proof; search first in low-rank, low-genus, abelian/free, or degenerate boundary cases. | Physics-to-math bridge auditor: identify where physical intuition is promoted to theorem; anomaly cancellation, BV closure, and perturbative/nonperturbative jumps are attack points. | Moduli-space checker: clutching compatibility, boundary orientation, codimension-two cancellation, and logarithmic normal-crossings hypotheses are the key fragilities.",Unproved; do not use downstream without reduction to tested special cases.,Status alone bars downstream use as established mathematics.
V2,connections,chapters/connections/celestial_holography.tex,990,conj:low-mixed-cubic-reflection-law-provisional,conjecture,Conjectured,Low mixed cubic reflection law --- provisional;,"Let [ A:=b_{1,0}, qquad B:=b_{0,1}. ] Suppose the low mixed cubic coefficients are defined by [ m_3(a_{p,q},A,B)=c^{AB}_{p,q} ,b_{2-p,2-q}, qquad m_3(a_{p,q},B,A)=c^{BA}_{p,q} ,b_{2-p,2-q}, qquad 0 le p,q le 2. ] Then one expects the exact reflection identity [ c^{BA}_{p,q}=-c^{AB}_{2-p,2-q}. ] This should be the sharp low-mode shadow of Zeng's antisymmetry relation for .",high,"Counterexample hunter: conjecture status means no proof; search first in low-rank, low-genus, abelian/free, or degenerate boundary cases. | Physics-to-math bridge auditor: identify where physical intuition is promoted to theorem; anomaly cancellation, BV closure, and perturbative/nonperturbative jumps are attack points.",Unproved; do not use downstream without reduction to tested special cases.,Status alone bars downstream use as established mathematics.
V2,connections,chapters/connections/celestial_holography.tex,1012,conj:explicit-charged-quartic-jet-provisional,conjecture,Conjectured,Explicit charged quartic jet --- provisional;,"The ordered charged quartic coefficients satisfy [ Q_{110}=Q_{011}=- frac1{15}, ] and after symmetrization in the boundary OPE one obtains [ Q_{110}^{ mathrm{sym}}=Q_{011}^{ mathrm{sym}}= frac1{18}. ]",high,"Counterexample hunter: conjecture status means no proof; search first in low-rank, low-genus, abelian/free, or degenerate boundary cases. | Physics-to-math bridge auditor: identify where physical intuition is promoted to theorem; anomaly cancellation, BV closure, and perturbative/nonperturbative jumps are attack points.",Unproved; do not use downstream without reduction to tested special cases.,Status alone bars downstream use as established mathematics.
V2,connections,chapters/connections/celestial_holography.tex,1024,conj:first-mixed-bubble-coefficient-provisional,conjecture,Conjectured,First mixed bubble coefficient --- provisional;,"The algebraic first mixed cubic--cubic bubble coefficient is [ B_{ mathrm{mix}}^{ mathrm{alg}}=- frac{11}{9}. ] Equivalently, if denotes the geometric/Feynman weight of the wheel type, then the full coefficient is expected to be [ B_{ mathrm{mix}}=- frac{11}{9} ,w_{3,3}. ]",high,"Counterexample hunter: conjecture status means no proof; search first in low-rank, low-genus, abelian/free, or degenerate boundary cases. | Physics-to-math bridge auditor: identify where physical intuition is promoted to theorem; anomaly cancellation, BV closure, and perturbative/nonperturbative jumps are attack points.",Unproved; do not use downstream without reduction to tested special cases.,Status alone bars downstream use as established mathematics.
V2,connections,chapters/connections/celestial_holography.tex,1252,conj:modular-envelope,conjecture,Conjectured,Modular envelope;,"For the classes of theories appearing in Theorem~, every genus-zero package admits a full modular homotopy type .",critical,"Counterexample hunter: conjecture status means no proof; search first in low-rank, low-genus, abelian/free, or degenerate boundary cases. | Physics-to-math bridge auditor: identify where physical intuition is promoted to theorem; anomaly cancellation, BV closure, and perturbative/nonperturbative jumps are attack points. | Moduli-space checker: clutching compatibility, boundary orientation, codimension-two cancellation, and logarithmic normal-crossings hypotheses are the key fragilities.",Unproved; do not use downstream without reduction to tested special cases.,Status alone bars downstream use as established mathematics.
V2,connections,chapters/connections/celestial_holography.tex,1447,conj:ks-open-closed-splitting-celestial,conjecture,Conjectured,Open-closed modular splitting;,"There is a splitting of modular state spaces begin{equation} H_{g,n}^{ mathrm{KS}} ; simeq ; H_{g,n}^{ mathrm{cl,KS}} ; hat otimes ; H_{g,n}^{ mathrm{gauge,KS}}, end{equation} where the gauge factor is controlled by the -tower and carries a filtration compatible with the 't~Hooft expansion.",critical,"Counterexample hunter: conjecture status means no proof; search first in low-rank, low-genus, abelian/free, or degenerate boundary cases. | Physics-to-math bridge auditor: identify where physical intuition is promoted to theorem; anomaly cancellation, BV closure, and perturbative/nonperturbative jumps are attack points. | Moduli-space checker: clutching compatibility, boundary orientation, codimension-two cancellation, and logarithmic normal-crossings hypotheses are the key fragilities.",Unproved; do not use downstream without reduction to tested special cases.,Status alone bars downstream use as established mathematics.
V2,connections,chapters/connections/celestial_holography.tex,1482,prop:w3-slab-reduction,proposition,Conjectured,Slab reduction;,"The slab reduction of the Poisson sigma model produces effective central charges: [ c^{(2)} = 26, qquad c^{(3)} = 74, qquad c_{ mathrm{pair}} = 100, qquad c_{ mathrm{eff}} = c + 50. ]",medium,"Counterexample hunter: conjecture status means no proof; search first in low-rank, low-genus, abelian/free, or degenerate boundary cases. | Hypothesis hunter: isolate exact domain (finite type? simple type? genus zero? principal locus? characteristic zero? perturbative only?). Overstated scope is the default failure mode. | Physics-to-math bridge auditor: identify where physical intuition is promoted to theorem; anomaly cancellation, BV closure, and perturbative/nonperturbative jumps are attack points.",Unproved; do not use downstream without reduction to tested special cases.,Status alone bars downstream use as established mathematics.
V2,connections,chapters/connections/celestial_holography.tex,1525,rem:three-atoms-organization,remark,Open,Organizing the three atoms,"The three examples serve complementary roles in the modular holography programme: begin{enumerate}[label= textup{( roman*)}] item The free system is the emph{strict free test}: all higher operations vanish, genus dependence enters only through determinant lines and factorization homology, and the modular -matrix is exact at tree level. item Kodaira--Spencer holography is the emph{holographic open/",low,"Proof auditor: check whether the proof is internal, whether spectral-sequence collapse, formality, or adjunction arguments import unstated finiteness or convergence assumptions. | Physics-to-math bridge auditor: identify where physical intuition is promoted to theorem; anomaly cancellation, BV closure, and perturbative/nonperturbative jumps are attack points.",Not dismissed by metadata alone; requires localized proof checking. Default stance: provisionally retain with listed attack surfaces.,Status alone bars downstream use as established mathematics.
V2,connections,chapters/connections/celestial_holography.tex,1718,thm:n4-koszul-triangle,theorem,Conjectured,,"index{Koszul triangle!N=4@ } For the large- chiral algebra, the bulk--boundary--line Koszul triangle (Chapter~) specialises to begin{equation} cA_{ mathrm{bulk}} ; simeq ; Z_{ mathrm{der}}( cA_{ partial}) ; simeq ; operatorname{HH}^ bullet_{ mathrm{ch}}( cA^!), end{equation} where is holomorphic Chern--Simons on the deformed conifold, is the boundary VOA (Definition~), is the derived center, and i",critical,"Counterexample hunter: conjecture status means no proof; search first in low-rank, low-genus, abelian/free, or degenerate boundary cases. | Hypothesis hunter: isolate exact domain (finite type? simple type? genus zero? principal locus? characteristic zero? perturbative only?). Overstated scope is the default failure mode. | Physics-to-math bridge auditor: identify where physical intuition is promoted to theorem; anomaly cancellation, BV closure, and perturbative/nonperturbative jumps are attack points.",Unproved; do not use downstream without reduction to tested special cases.,Status alone bars downstream use as established mathematics.
V2,connections,chapters/connections/celestial_holography.tex,1924,comp:celestial-hmkd-n4,computation,Conjectured,,"index{celestial holography!holographic datum} For SYM with gauge group : (conformal), so is flat and lifts to all genera. The celestial Yangian controls the line operators; the R-matrix reproduces the Parke--Taylor denominator structure of MHV amplitudes. The modular -matrix gives genus corrections from loop amplitudes.",critical,"Counterexample hunter: conjecture status means no proof; search first in low-rank, low-genus, abelian/free, or degenerate boundary cases. | Computation checker: signs, grading shifts, normalizations, and regularization choices are the primary attack surface. | Physics-to-math bridge auditor: identify where physical intuition is promoted to theorem; anomaly cancellation, BV closure, and perturbative/nonperturbative jumps are attack points. | Braiding checker: inspect pole order, evaluation-module assumptions, and whether YBE/CYBE is proved or only inferred from examples. | Moduli-space checker: clutching compatibility, boundary orientation, codimension-two cancellation, and logarithmic normal-crossings hypotheses are the key fragilities.",Unproved; do not use downstream without reduction to tested special cases.,Status alone bars downstream use as established mathematics.
V2,connections,chapters/connections/celestial_holography_core.tex,143,conj:modular-twisted-celestial,conjecture,Conjectured,Modular twisted/celestial holography;,"Let be a twisted or celestial holographic model whose disk-level boundary algebra is identified, for a transverse boundary condition, with the universal defect chiral algebra of the unreduced theory. Then there exists a complete genus-filtered cyclic deformation package [ mathfrak g^{ mathrm{mod}}_ partial= prod_{g ge 0} h^g mathfrak g^{(g)}_ partial ] and a distinguished genus- Maurer--Cartan ele",critical,"Counterexample hunter: conjecture status means no proof; search first in low-rank, low-genus, abelian/free, or degenerate boundary cases. | Physics-to-math bridge auditor: identify where physical intuition is promoted to theorem; anomaly cancellation, BV closure, and perturbative/nonperturbative jumps are attack points. | Moduli-space checker: clutching compatibility, boundary orientation, codimension-two cancellation, and logarithmic normal-crossings hypotheses are the key fragilities.",Unproved; do not use downstream without reduction to tested special cases.,Status alone bars downstream use as established mathematics.
V2,connections,chapters/connections/celestial_holography_frontier.tex,53,conj:low-mixed-cubic-reflection-law-provisional,conjecture,Conjectured,Low mixed cubic reflection law --- provisional;,"Let [ A:=b_{1,0}, qquad B:=b_{0,1}. ] Suppose the low mixed cubic coefficients are defined by [ m_3(a_{p,q},A,B)=c^{AB}_{p,q} ,b_{2-p,2-q}, qquad m_3(a_{p,q},B,A)=c^{BA}_{p,q} ,b_{2-p,2-q}, qquad 0 le p,q le 2. ] Then one expects the exact reflection identity [ c^{BA}_{p,q}=-c^{AB}_{2-p,2-q}. ] This should be the sharp low-mode shadow of Zeng's antisymmetry relation for .",high,"Counterexample hunter: conjecture status means no proof; search first in low-rank, low-genus, abelian/free, or degenerate boundary cases. | Physics-to-math bridge auditor: identify where physical intuition is promoted to theorem; anomaly cancellation, BV closure, and perturbative/nonperturbative jumps are attack points.",Unproved; do not use downstream without reduction to tested special cases.,Status alone bars downstream use as established mathematics.
V2,connections,chapters/connections/celestial_holography_frontier.tex,75,conj:explicit-charged-quartic-jet-provisional,conjecture,Conjectured,Explicit charged quartic jet --- provisional;,"The ordered charged quartic coefficients satisfy [ Q_{110}=Q_{011}=- frac1{15}, ] and after symmetrization in the boundary OPE one obtains [ Q_{110}^{ mathrm{sym}}=Q_{011}^{ mathrm{sym}}= frac1{18}. ]",high,"Counterexample hunter: conjecture status means no proof; search first in low-rank, low-genus, abelian/free, or degenerate boundary cases. | Physics-to-math bridge auditor: identify where physical intuition is promoted to theorem; anomaly cancellation, BV closure, and perturbative/nonperturbative jumps are attack points.",Unproved; do not use downstream without reduction to tested special cases.,Status alone bars downstream use as established mathematics.
V2,connections,chapters/connections/celestial_holography_frontier.tex,87,conj:first-mixed-bubble-coefficient-provisional,conjecture,Conjectured,First mixed bubble coefficient --- provisional;,"The algebraic first mixed cubic--cubic bubble coefficient is [ B_{ mathrm{mix}}^{ mathrm{alg}}=- frac{11}{9}. ] Equivalently, if denotes the geometric/Feynman weight of the wheel type, then the full coefficient is expected to be [ B_{ mathrm{mix}}=- frac{11}{9} ,w_{3,3}. ]",high,"Counterexample hunter: conjecture status means no proof; search first in low-rank, low-genus, abelian/free, or degenerate boundary cases. | Physics-to-math bridge auditor: identify where physical intuition is promoted to theorem; anomaly cancellation, BV closure, and perturbative/nonperturbative jumps are attack points.",Unproved; do not use downstream without reduction to tested special cases.,Status alone bars downstream use as established mathematics.
V2,connections,chapters/connections/celestial_holography_frontier.tex,284,conj:modular-envelope,conjecture,Conjectured,Modular envelope;,"For the classes of theories appearing in Theorem~, every genus-zero package admits a full modular homotopy type .",critical,"Counterexample hunter: conjecture status means no proof; search first in low-rank, low-genus, abelian/free, or degenerate boundary cases. | Physics-to-math bridge auditor: identify where physical intuition is promoted to theorem; anomaly cancellation, BV closure, and perturbative/nonperturbative jumps are attack points. | Moduli-space checker: clutching compatibility, boundary orientation, codimension-two cancellation, and logarithmic normal-crossings hypotheses are the key fragilities.",Unproved; do not use downstream without reduction to tested special cases.,Status alone bars downstream use as established mathematics.
